"","Rank","Username","Score","Country","Accepted","Partial","Failed"
"1518",1518,"Jinseo",460,"Singapore",4,3,1
"1519",1519,"NotNotBryan",458,"Singapore",4,2,6
"1520",1519,"ShadowPenguin",458,"N/A",3,3,0
"1521",1521,"codementality",455,"Singapore",4,2,0
"1522",1522,"RandomPerson499",453,"Singapore",4,2,0
"1523",1523,"ruiheng22",450,"Singapore",4,2,6
"1524",1524,"Swarnava",447,"India",4,1,0
"1525",1524,"Lukameladze",447,"Singapore",4,1,0
"1526",1526,"noreey",445,"Singapore",2,5,4
"1527",1527,"suvid",438,"India",4,3,1
"1528",1528,"G",434,"Singapore",4,1,9
"1529",1529,"Nicholas2k4",430,"Indonesia",4,1,1
"1530",1530,"bob",423,"Singapore",4,1,2
"1531",1530,"JonathanChow",423,"Singapore",4,1,1
"1532",1532,"isaach2310",420.71,"Malaysia",3,2,0
"1533",1533,"Louis",420,"Singapore",4,1,5
"1534",1533,"Sakthi",420,"Singapore",4,1,2
"1535",1533,"Argon160",420,"Singapore",4,1,2
"1536",1533,"susryan",420,"Singapore",4,1,0
"1537",1533,"iCraft85",420,"Singapore",4,1,0
"1538",1533,"SkylerCheng",420,"Singapore",3,5,0
"1539",1539,"irinatan",411,"Singapore",4,1,1
"1540",1539,"BAF123123",411,"Singapore",3,3,5
"1541",1541,"SpiritSK",410,"Singapore",4,1,2
"1542",1541,"JavaLim",410,"Singapore",4,1,0
"1543",1543,"KQF",403,"Singapore",3,3,4
"1544",1544,"singaporezoo",401,"Singapore",4,1,1
"1545",1544,"weeee",401,"Singapore",3,3,2
"1546",1546,"Yannwen09",400,"Singapore",4,0,9
"1547",1546,"claireau",400,"Singapore",4,0,7
"1548",1546,"Fastblade",400,"Singapore",4,0,5
"1549",1546,"Winnd",400,"Singapore",4,0,3
"1550",1546,"User1516",400,"Singapore",4,0,3
"1551",1546,"hjfgaksfgjhakdfjg",400,"Singapore",4,0,2
"1552",1546,"JiohLee",400,"Singapore",4,0,2
"1553",1546,"yueyang",400,"Singapore",4,0,1
"1554",1546,"sthe2nd",400,"Singapore",4,0,1
"1555",1546,"reynardadimas",400,"Indonesia",4,0,1
"1556",1546,"dylenexarson",400,"Singapore",4,0,1
"1557",1546,"davidlowisbad",400,"Singapore",4,0,1
"1558",1546,"WOW",400,"Singapore",4,0,1
"1559",1546,"ToiletBrIcker",400,"Singapore",4,0,1
"1560",1546,"Rogue",400,"Singapore",4,0,1
"1561",1546,"Notcontro1",400,"Singapore",4,0,1
"1562",1546,"DumbassGeezerEXE",400,"Singapore",4,0,1
"1563",1546,"DaDevMate",400,"Singapore",4,0,1
"1564",1546,"zy",400,"Singapore",4,0,0
"1565",1546,"zxclol",400,"Singapore",4,0,0
"1566",1546,"zk",400,"Singapore",4,0,0
"1567",1546,"zach24",400,"India",4,0,0
"1568",1546,"whaleshark",400,"Singapore",4,0,0
"1569",1546,"proman",400,"Singapore",4,0,0
"1570",1546,"monkeeNumber1",400,"Singapore",4,0,0
"1571",1546,"lionqu",400,"China",4,0,0
"1572",1546,"kidflash275",400,"Singapore",4,0,0
"1573",1546,"kenyber",400,"Singapore",4,0,0
"1574",1546,"idkSeth",400,"Singapore",4,0,0
"1575",1546,"ictm",400,"Singapore",4,0,0
"1576",1546,"eric",400,"Singapore",4,0,0
"1577",1546,"dev365b",400,"Singapore",4,0,0
"1578",1546,"dangernoodlesyum",400,"Singapore",4,0,0
"1579",1546,"codingvfury",400,"Singapore",4,0,0
"1580",1546,"avighnakc",400,"India",4,0,0
"1581",1546,"arauwuara",400,"Singapore",4,0,0
"1582",1546,"amandatan",400,"Singapore",4,0,0
"1583",1546,"Xyro42",400,"Singapore",4,0,0
"1584",1546,"XTRose",400,"Singapore",4,0,0
"1585",1546,"ShabbyCat",400,"Singapore",4,0,0
"1586",1546,"Sekki",400,"Singapore",4,0,0
"1587",1546,"SARVSRINI",400,"Singapore",4,0,0
"1588",1546,"Ronni",400,"Singapore",4,0,0
"1589",1546,"MrMan",400,"Singapore",4,0,0
"1590",1546,"Lucaslow1902",400,"Singapore",4,0,0
"1591",1546,"LFCode",400,"China",4,0,0
"1592",1546,"KimTeo",400,"Singapore",4,0,0
"1593",1546,"Firelord",400,"India",4,0,0
"1594",1546,"DB",400,"Singapore",4,0,0
"1595",1546,"CherylX",400,"Singapore",4,0,0
"1596",1546,"BrownLightning",400,"Singapore",4,0,0
"1597",1546,"BanyJakobs1",400,"Singapore",4,0,0
"1598",1598,"Drizzer",396,"India",2,5,4
"1599",1599,"James7986",391,"Singapore",2,5,1
"1600",1600,"Vizvezdenec",383.48,"Belarus",3,1,2
"1601",1601,"ThamognyaKodi",380,"Thailand",3,1,0
"1602",1602,"XInTheDark",374,"Singapore",3,2,2
"1603",1603,"FelixKS",373,"Singapore",3,2,1
"1604",1604,"faithl",370,"Singapore",3,2,2
"1605",1605,"bobbery",369,"Singapore",3,1,1
"1606",1606,"singlabharat",358,"India",3,1,0
"1607",1607,"Dakingwawin2",356,"Singapore",3,2,2
"1608",1608,"Adv4nc3d",350,"Singapore",3,2,3
"1609",1608,"AT25",350,"Singapore",3,2,1
"1610",1608,"thenymphsofdelphi",350,"Viet Nam",3,1,2
"1611",1611,"mizukireal",347,"Singapore",3,1,0
"1612",1612,"pearl333",342,"Singapore",3,1,0
"1613",1612,"tanay510",342,"Singapore",2,6,1
"1614",1614,"ananta",340,"Indonesia",3,2,0
"1615",1614,"Zanite",340,"Indonesia",3,2,0
"1616",1614,"kashort",340,"Singapore",3,1,0
"1617",1617,"enzo123890",336,"Singapore",3,1,2
"1618",1617,"CoderBC",336,"Singapore",3,1,2
"1619",1617,"meixu",336,"Singapore",3,1,0
"1620",1617,"Muruhanand",336,"Singapore",3,1,0
"1621",1621,"chlochlocrunch",330,"Singapore",3,1,1
"1622",1621,"Ash",330,"India",2,4,2
"1623",1623,"NJLT",327,"Singapore",3,1,1
"1624",1624,"Mingxuan",323,"Singapore",3,1,0
"1625",1624,"Michael",323,"Singapore",3,1,0
"1626",1626,"xyz",320,"Singapore",3,1,6
"1627",1626,"RayCodes",320,"Indonesia",3,1,2
"1628",1626,"julianmw",320,"Singapore",3,1,0
"1629",1626,"blazingstaa",320,"Singapore",3,1,0
"1630",1630,"yanhao",319,"Singapore",3,1,0
"1631",1631,"chosen1",316,"India",3,1,0
"1632",1632,"DSHI",310,"Singapore",3,1,2
"1633",1633,"hollowcrust",304,"Singapore",3,1,1
"1634",1634,"Enqrypt",303,"Singapore",3,1,1
"1635",1635,"newbs",300,"Singapore",3,0,3
"1636",1635,"madelineyx",300,"Singapore",3,0,3
"1637",1635,"joshualim",300,"Singapore",3,0,3
"1638",1635,"bruh",300,"Singapore",3,0,3
"1639",1635,"Aevean",300,"Singapore",3,0,3
"1640",1635,"edwinlmy",300,"Singapore",3,0,2
"1641",1635,"arZna000",300,"Singapore",3,0,2
"1642",1635,"Darklight",300,"Singapore",3,0,2
"1643",1635,"CHONG",300,"Singapore",3,0,2
"1644",1635,"Brxh",300,"Singapore",3,0,2
"1645",1635,"yqii",300,"Singapore",3,0,1
"1646",1635,"varg",300,"India",3,0,1
"1647",1635,"trollSecOps",300,"Singapore",3,0,1
"1648",1635,"thatoneonyxguy",300,"Singapore",3,0,1
"1649",1635,"teyyf",300,"Singapore",3,0,1
"1650",1635,"spambot696969",300,"Singapore",3,0,1
"1651",1635,"mxlcv",300,"United Arab Emirates",3,0,1
"1652",1635,"mrbeast",300,"Singapore",3,0,1
"1653",1635,"keshcodes",300,"Singapore",3,0,1
"1654",1635,"hugenoob",300,"Singapore",3,0,1
"1655",1635,"cervonwong",300,"Singapore",3,0,1
"1656",1635,"annanpan",300,"Singapore",3,0,1
"1657",1635,"alena",300,"Singapore",3,0,1
"1658",1635,"aadigoyal",300,"India",3,0,1
"1659",1635,"ZHAOZIJIAN",300,"Singapore",3,0,1
"1660",1635,"TheBlueCharizard",300,"Singapore",3,0,1
"1661",1635,"Sparkj",300,"Singapore",3,0,1
"1662",1635,"LuGuang",300,"Singapore",3,0,1
"1663",1635,"Ivan12",300,"Singapore",3,0,1
"1664",1635,"Dejitansuki",300,"Singapore",3,0,1
"1665",1635,"CHYew",300,"Singapore",3,0,1
"1666",1635,"Bunian",300,"Singapore",3,0,1
"1667",1635,"zcxsb",300,"Singapore",3,0,0
"1668",1635,"sudobee",300,"India",3,0,0
"1669",1635,"sherlockholmes025",300,"Singapore",3,0,0
"1670",1635,"shanahdas",300,"Singapore",3,0,0
"1671",1635,"sb1010",300,"N/A",3,0,0
"1672",1635,"sanjit",300,"Singapore",3,0,0
"1673",1635,"psm9352",300,"India",3,0,0
"1674",1635,"pizza",300,"Singapore",3,0,0
"1675",1635,"parthgupta",300,"Singapore",3,0,0
"1676",1635,"masyhur",300,"Singapore",3,0,0
"1677",1635,"marvinthang",300,"Viet Nam",3,0,0
"1678",1635,"lowchooray",300,"Singapore",3,0,0
"1679",1635,"ky",300,"Singapore",3,0,0
"1680",1635,"kevinsogo",300,"Philippines",3,0,0
"1681",1635,"juha",300,"Singapore",3,0,0
"1682",1635,"jonathanirvings",300,"Singapore",3,0,0
"1683",1635,"hollwopelw",300,"Viet Nam",3,0,0
"1684",1635,"hehexuan",300,"Singapore",3,0,0
"1685",1635,"haoren",300,"Singapore",3,0,0
"1686",1635,"fshoaib",300,"Singapore",3,0,0
"1687",1635,"expcheese",300,"Singapore",3,0,0
"1688",1635,"djbchiyoung",300,"Philippines",3,0,0
"1689",1635,"ayersc",300,"Singapore",3,0,0
"1690",1635,"arolyn",300,"Singapore",3,0,0
"1691",1635,"Yunjun18",300,"Singapore",3,0,0
"1692",1635,"Yeboi",300,"India",3,0,0
"1693",1635,"TJX1111",300,"Singapore",3,0,0
"1694",1635,"Solunarite",300,"Singapore",3,0,0
"1695",1635,"Shyam",300,"Singapore",3,0,0
"1696",1635,"SanguineChameleon",300,"Viet Nam",3,0,0
"1697",1635,"Ryani",300,"Singapore",3,0,0
"1698",1635,"QPWOEI320",300,"Singapore",3,0,0
"1699",1635,"Peter",300,"Singapore",3,0,0
"1700",1635,"OMW",300,"Singapore",3,0,0
"1701",1635,"NiThEsHIsSoPro",300,"Singapore",3,0,0
"1702",1635,"Mysticmage45",300,"Thailand",3,0,0
"1703",1635,"Ly",300,"Singapore",3,0,0
"1704",1635,"LindseyChoo",300,"Singapore",3,0,0
"1705",1635,"Lightningstar22",300,"Singapore",3,0,0
"1706",1635,"KidEater007",300,"India",3,0,0
"1707",1635,"Jonnnnnn",300,"Singapore",3,0,0
"1708",1635,"Goose",300,"Singapore",3,0,0
"1709",1635,"FuckYou",300,"Singapore",3,0,0
"1710",1635,"Crimson",300,"Singapore",3,0,0
"1711",1635,"ChandiDaNoob",300,"Singapore",3,0,0
"1712",1635,"Bhoomika7",300,"Singapore",3,0,0
"1713",1635,"Aviansh1234",300,"India",3,0,0
"1714",1635,"Aaron",300,"Singapore",3,0,0
"1715",1715,"NuggetsAreNice",290,"Singapore",2,3,1
"1716",1716,"Subz3r0",286,"Singapore",2,3,3
"1717",1716,"kangzhe",286,"Singapore",2,2,0
"1718",1718,"ricric132",285,"Singapore",2,3,1
"1719",1719,"MetalPower",279,"Indonesia",2,4,0
"1720",1720,"jpark",273,"Singapore",1,7,3
"1721",1721,"hackerman1234",266,"Singapore",2,2,0
"1722",1722,"NguyenChuong",264,"Singapore",2,3,2
"1723",1723,"chisim",263,"Singapore",2,2,1
"1724",1724,"inisah",256,"Singapore",2,2,2
"1725",1725,"kavishwer2301",255,"Singapore",2,1,1
"1726",1726,"KaavyaK",250,"Singapore",2,1,0
"1727",1727,"JainAyaan",246,"Singapore",2,2,0
"1728",1728,"harish208",245,"Singapore",2,1,1
"1729",1729,"minhcool",237,"Viet Nam",2,1,0
"1730",1730,"RyanWalker2007",236,"Singapore",2,1,2
"1731",1730,"theunknownshadow4me",236,"India",2,1,1
"1732",1730,"aditeya",236,"Singapore",2,1,0
"1733",1730,"Sardothien3926",236,"Singapore",2,1,0
"1734",1730,"7",236,"Singapore",2,1,0
"1735",1735,"isaacfoo",232,"Singapore",2,1,0
"1736",1736,"hypnoticnarwhal",230,"Singapore",2,1,1
"1737",1736,"SkylerWhite",230,"Singapore",2,1,0
"1738",1736,"EthanTan",230,"Singapore",1,3,5
"1739",1739,"kwepie11",228,"N/A",1,3,0
"1740",1740,"Pyqe",224,"Indonesia",2,1,0
"1741",1741,"ylh",223,"Singapore",2,1,1
"1742",1742,"agentasasin121",222,"Singapore",2,1,0
"1743",1743,"Rolo",221,"India",1,5,1
"1744",1744,"Waltuh",220,"Singapore",2,1,2
"1745",1744,"sheryel",220,"Singapore",2,1,0
"1746",1744,"noobcs",220,"Singapore",2,1,0
"1747",1744,"Seoyoung2010",220,"Singapore",2,1,0
"1748",1744,"DevilCombat",220,"India",2,1,0
"1749",1749,"SalatL",219,"India",2,2,0
"1750",1750,"PanicSphere",217,"N/A",1,2,2
"1751",1751,"lampardnk",215,"Singapore",2,1,2
"1752",1751,"torazot",215,"Singapore",2,1,1
"1753",1753,"BJoozz",210,"Viet Nam",2,1,0
"1754",1754,"ItsMeKimi",205,"Singapore",2,1,3
"1755",1755,"knaagar",203,"India",2,1,1
"1756",1755,"chen134939",203,"Singapore",1,3,0
"1757",1757,"Ryan",201,"Singapore",2,1,3
"1758",1758,"JordanKuan",200.65,"Singapore",2,1,2
"1759",1759,"einegrosskatze",200,"Singapore",2,0,6
"1760",1759,"TanYongYih",200,"Singapore",2,0,4
"1761",1759,"sy123",200,"Singapore",2,0,3
"1762",1759,"thinkerpal",200,"Singapore",2,0,2
"1763",1759,"tangent",200,"Singapore",2,0,2
"1764",1759,"ruu202",200,"Singapore",2,0,2
"1765",1759,"octolat",200,"Singapore",2,0,2
"1766",1759,"geraldseow4321",200,"Singapore",2,0,2
"1767",1759,"f1nder",200,"India",2,0,2
"1768",1759,"aagrawal",200,"Singapore",2,0,2
"1769",1759,"VirtueDynames",200,"Singapore",2,0,2
"1770",1759,"SkyL0rd",200,"Singapore",2,0,2
"1771",1759,"Overloaded",200,"India",2,0,2
"1772",1759,"NufP",200,"Singapore",2,0,2
"1773",1759,"NovaieET",200,"Singapore",2,0,2
"1774",1759,"EnzoTan",200,"Singapore",2,0,2
"1775",1759,"DctrsSpaceHelmet",200,"Singapore",2,0,2
"1776",1759,"yuxiping",200,"Singapore",2,0,1
"1777",1759,"yishaan",200,"Singapore",2,0,1
"1778",1759,"whvun",200,"Singapore",2,0,1
"1779",1759,"vivalavida",200,"Singapore",2,0,1
"1780",1759,"vine",200,"Singapore",2,0,1
"1781",1759,"stelliferous",200,"India",2,0,1
"1782",1759,"saishan",200,"Singapore",2,0,1
"1783",1759,"newsanctuary1",200,"Singapore",2,0,1
"1784",1759,"mustafa",200,"Singapore",2,0,1
"1785",1759,"luwuyi",200,"Singapore",2,0,1
"1786",1759,"ishika10",200,"Singapore",2,0,1
"1787",1759,"hackin7",200,"Singapore",2,0,1
"1788",1759,"echoecho",200,"Singapore",2,0,1
"1789",1759,"codingaxp",200,"Nepal",2,0,1
"1790",1759,"claire1411",200,"Singapore",2,0,1
"1791",1759,"bananaman",200,"Singapore",2,0,1
"1792",1759,"autarky",200,"Singapore",2,0,1
"1793",1759,"ahrynn",200,"Singapore",2,0,1
"1794",1759,"TYT",200,"Singapore",2,0,1
"1795",1759,"Pineappleonpizza",200,"N/A",2,0,1
"1796",1759,"LIJIZHE",200,"Singapore",2,0,1
"1797",1759,"Je34F",200,"Singapore",2,0,1
"1798",1759,"Hua",200,"Singapore",2,0,1
"1799",1759,"CO2",200,"Singapore",2,0,1
"1800",1759,"Bobby",200,"Singapore",2,0,1
"1801",1759,"Azka",200,"Indonesia",2,0,1
"1802",1759,"Andy",200,"Singapore",2,0,1
"1803",1759,"Akulim",200,"Indonesia",2,0,1
"1804",1759,"AdielRum",200,"Indonesia",2,0,1
"1805",1759,"9eternal",200,"Singapore",2,0,1
"1806",1759,"0x01",200,"Bangladesh",2,0,1
"1807",1759,"zennnnnu",200,"Singapore",2,0,0
"1808",1759,"yoink",200,"Singapore",2,0,0
"1809",1759,"xuan",200,"Singapore",2,0,0
"1810",1759,"wenhaoling",200,"Singapore",2,0,0
"1811",1759,"wengweijie",200,"China",2,0,0
"1812",1759,"webhead3893",200,"Singapore",2,0,0
"1813",1759,"wanqing",200,"Singapore",2,0,0
"1814",1759,"tohkanghaha",200,"Singapore",2,0,0
"1815",1759,"techykash",200,"India",2,0,0
"1816",1759,"sheepe",200,"Singapore",2,0,0
"1817",1759,"seaofcoconuts",200,"Singapore",2,0,0
"1818",1759,"robert6277",200,"China",2,0,0
"1819",1759,"raghavgupta000001",200,"India",2,0,0
"1820",1759,"nasir0bashirov",200,"Azerbaijan",2,0,0
"1821",1759,"maeganisnotwq",200,"Singapore",2,0,0
"1822",1759,"leole",200,"Singapore",2,0,0
"1823",1759,"knightron0",200,"India",2,0,0
"1824",1759,"kendraslays",200,"Singapore",2,0,0
"1825",1759,"k3k",200,"Singapore",2,0,0
"1826",1759,"jing",200,"Singapore",2,0,0
"1827",1759,"jainnaishaa",200,"Singapore",2,0,0
"1828",1759,"helloiamceleste",200,"Singapore",2,0,0
"1829",1759,"haileyc",200,"Singapore",2,0,0
"1830",1759,"hackerchai",200,"Singapore",2,0,0
"1831",1759,"gromperen",200,"Luxembourg",2,0,0
"1832",1759,"forsakencode",200,"India",2,0,0
"1833",1759,"dyst",200,"Singapore",2,0,0
"1834",1759,"chinmoy",200,"India",2,0,0
"1835",1759,"cherieee",200,"Singapore",2,0,0
"1836",1759,"chenxuyan",200,"Singapore",2,0,0
"1837",1759,"cheng",200,"Singapore",2,0,0
"1838",1759,"chaithra07",200,"India",2,0,0
"1839",1759,"bsayshello",200,"Singapore",2,0,0
"1840",1759,"bloodofdragons24",200,"India",2,0,0
"1841",1759,"bbs",200,"Singapore",2,0,0
"1842",1759,"ajthelegendcoder",200,"India",2,0,0
"1843",1759,"ackhava",200,"Indonesia",2,0,0
"1844",1759,"ZO3YLING2024",200,"Singapore",2,0,0
"1845",1759,"Yunyi",200,"Singapore",2,0,0
"1846",1759,"Vanisha",200,"Singapore",2,0,0
"1847",1759,"Val123",200,"Singapore",2,0,0
"1848",1759,"Urmother",200,"Singapore",2,0,0
"1849",1759,"TinaD",200,"Singapore",2,0,0
"1850",1759,"TeodorStefan",200,"Romania",2,0,0
"1851",1759,"SriniV",200,"United States",2,0,0
"1852",1759,"Sophie1",200,"Singapore",2,0,0
"1853",1759,"ShineNoLife",200,"Viet Nam",2,0,0
"1854",1759,"Sarah5678",200,"Singapore",2,0,0
"1855",1759,"Ryo",200,"Singapore",2,0,0
"1856",1759,"Oreoland",200,"Singapore",2,0,0
"1857",1759,"Omgeta",200,"N/A",2,0,0
"1858",1759,"KaranGandhi",200,"India",2,0,0
"1859",1759,"Josh12345678",200,"Singapore",2,0,0
"1860",1759,"JUANDI321",200,"Venezuela, Bolivarian Republic Of",2,0,0
"1861",1759,"JRALD",200,"Singapore",2,0,0
"1862",1759,"IsoceledAsh",200,"Singapore",2,0,0
"1863",1759,"Disnyx",200,"Singapore",2,0,0
"1864",1759,"Dinguspods",200,"Singapore",2,0,0
"1865",1759,"CuisineMaddie",200,"Singapore",2,0,0
"1866",1759,"CaramelisedApples",200,"Singapore",2,0,0
"1867",1759,"Andglu",200,"Singapore",2,0,0
"1868",1759,"Ananya",200,"Singapore",2,0,0
"1869",1759,"Aaryan1379",200,"India",2,0,0
"1870",1759,"987654321",200,"Singapore",2,0,0
"1871",1871,"kwongweng",198,"Malaysia",1,3,0
"1872",1872,"SamNguyen05",187,"Viet Nam",1,1,1
"1873",1873,"IzIsaac",185,"Singapore",1,2,2
"1874",1874,"Ethan",179,"Singapore",1,4,6
"1875",1875,"Ded",162,"Singapore",1,2,1
"1876",1876,"JeO",159,"Indonesia",0,3,0
"1877",1877,"janicrr",156,"Singapore",1,2,1
"1878",1877,"jenna",156,"Singapore",1,2,0
"1879",1877,"fredcw",156,"Singapore",1,2,0
"1880",1880,"lyc",153,"Singapore",1,2,0
"1881",1881,"kartiktambi",150,"India",1,1,0
"1882",1881,"hohohaha",150,"India",1,1,0
"1883",1883,"starchan",148,"India",1,1,0
"1884",1884,"Petrix",141,"Romania",1,1,0
"1885",1885,"Normie28",140,"N/A",1,2,0
"1886",1885,"Berted",140,"Indonesia",1,2,0
"1887",1887,"rayquaza",136,"Singapore",1,1,4
"1888",1887,"pingu05",136,"Singapore",1,1,2
"1889",1887,"Mcchungus",136,"Singapore",1,1,1
"1890",1887,"ziping",136,"Singapore",1,1,0
"1891",1887,"yicen1230",136,"Singapore",1,1,0
"1892",1887,"ventureluck",136,"Indonesia",1,1,0
"1893",1887,"polygonalr",136,"Singapore",1,1,0
"1894",1887,"dqrkN",136,"Singapore",1,1,0
"1895",1887,"calvinwijaya",136,"Indonesia",1,1,0
"1896",1887,"Lynx",136,"Singapore",1,1,0
"1897",1887,"Dunsparce",136,"Singapore",1,1,0
"1898",1887,"Angeline",136,"Singapore",1,1,0
"1899",1899,"BrendonHan",135,"Singapore",1,1,0
"1900",1900,"yu",132,"Singapore",1,3,2
"1901",1901,"veehz",130,"Malaysia",1,2,1
"1902",1901,"lonewolf",130,"Singapore",1,1,1
"1903",1901,"Arthavruksha",130,"India",1,1,1
"1904",1901,"monkeeNumber2",130,"Singapore",1,1,0
"1905",1901,"granwyn",130,"Singapore",1,1,0
"1906",1906,"mical385",125,"Singapore",1,1,1
"1907",1907,"atoiz",124,"Viet Nam",1,1,0
"1908",1908,"Suman",121,"Singapore",1,1,2
"1909",1908,"kritkrm",121,"Thailand",1,1,0
"1910",1910,"oscar",120,"Singapore",1,1,5
"1911",1910,"sanasimp1996",120,"Singapore",1,1,0
"1912",1912,"ubmmmay",119,"Singapore",1,1,1
"1913",1913,"wygz",117,"N/A",1,1,0
"1914",1914,"xuanji",114,"Singapore",1,1,0
"1915",1915,"JustRadr",112,"Indonesia",1,1,1
"1916",1916,"aprilllx",110,"Singapore",1,1,0
"1917",1917,"vickadrops",108,"Singapore",1,1,0
"1918",1918,"Steve120",103,"Philippines",1,1,0
"1919",1919,"whadadogdoin69",100,"Singapore",1,0,7
"1920",1919,"krishnan",100,"Singapore",1,0,4
"1921",1919,"Jintian",100,"Singapore",1,0,4
"1922",1919,"watervapour",100,"Singapore",1,0,3
"1923",1919,"ryannbreaker",100,"Singapore",1,0,3
"1924",1919,"noofythec",100,"Singapore",1,0,3
"1925",1919,"duckzola",100,"Singapore",1,0,3
"1926",1919,"yaj1605",100,"Singapore",1,0,2
"1927",1919,"wpx070707",100,"Singapore",1,0,2
"1928",1919,"samantha32072",100,"Singapore",1,0,2
"1929",1919,"icehen",100,"Singapore",1,0,2
"1930",1919,"haileys",100,"Singapore",1,0,2
"1931",1919,"chingray",100,"Singapore",1,0,2
"1932",1919,"benji",100,"Singapore",1,0,2
"1933",1919,"anigoenk14",100,"Singapore",1,0,2
"1934",1919,"Yuhaoze1",100,"Singapore",1,0,2
"1935",1919,"Thrin123",100,"Singapore",1,0,2
"1936",1919,"Tendy",100,"Singapore",1,0,2
"1937",1919,"NYGHNZN",100,"Singapore",1,0,2
"1938",1919,"Lohit",100,"Singapore",1,0,2
"1939",1919,"JantanBee",100,"Indonesia",1,0,2
"1940",1919,"Eunice",100,"Singapore",1,0,2
"1941",1919,"9997",100,"Indonesia",1,0,2
"1942",1919,"yuhaolevi",100,"Singapore",1,0,1
"1943",1919,"xintz",100,"Singapore",1,0,1
"1944",1919,"xianglongluohan1",100,"Singapore",1,0,1
"1945",1919,"thej",100,"Singapore",1,0,1
"1946",1919,"theUselessone",100,"Singapore",1,0,1
"1947",1919,"starryxxstar",100,"Singapore",1,0,1
"1948",1919,"someone",100,"Singapore",1,0,1
"1949",1919,"rm1729",100,"India",1,0,1
"1950",1919,"rheau140030",100,"Singapore",1,0,1
"1951",1919,"raffleswuyuxuan",100,"Singapore",1,0,1
"1952",1919,"qspc",100,"Indonesia",1,0,1
"1953",1919,"prasana",100,"Singapore",1,0,1
"1954",1919,"natecat",100,"Singapore",1,0,1
"1955",1919,"nasyakaila",100,"Indonesia",1,0,1
"1956",1919,"maozzz",100,"Singapore",1,0,1
"1957",1919,"lutfimuzaqi",100,"Indonesia",1,0,1
"1958",1919,"liuyida",100,"Singapore",1,0,1
"1959",1919,"junxiaaang",100,"Singapore",1,0,1
"1960",1919,"juiceR",100,"Singapore",1,0,1
"1961",1919,"joey",100,"Singapore",1,0,1
"1962",1919,"helpzhirou123",100,"Singapore",1,0,1
"1963",1919,"hebux",100,"Singapore",1,0,1
"1964",1919,"harikesh",100,"Singapore",1,0,1
"1965",1919,"gr",100,"Indonesia",1,0,1
"1966",1919,"defry",100,"Indonesia",1,0,1
"1967",1919,"ben",100,"Singapore",1,0,1
"1968",1919,"asuramus",100,"Indonesia",1,0,1
"1969",1919,"arikianggi",100,"Singapore",1,0,1
"1970",1919,"alatus",100,"Singapore",1,0,1
"1971",1919,"agummds",100,"Indonesia",1,0,1
"1972",1919,"adhwa91802",100,"Singapore",1,0,1
"1973",1919,"aashka202",100,"Singapore",1,0,1
"1974",1919,"Zernier",100,"Singapore",1,0,1
"1975",1919,"Zander",100,"Singapore",1,0,1
"1976",1919,"Spikey",100,"Singapore",1,0,1
"1977",1919,"SimXH",100,"Singapore",1,0,1
"1978",1919,"Shiliojones",100,"Singapore",1,0,1
"1979",1919,"Pandin",100,"Singapore",1,0,1
"1980",1919,"OURBBIBI",100,"Singapore",1,0,1
"1981",1919,"ND0322",100,"Canada",1,0,1
"1982",1919,"Mimu",100,"Singapore",1,0,1
"1983",1919,"JAYLIU",100,"Singapore",1,0,1
"1984",1919,"HarshitSahu01",100,"India",1,0,1
"1985",1919,"Gavyn",100,"Singapore",1,0,1
"1986",1919,"Evvn69",100,"Singapore",1,0,1
"1987",1919,"Codebreaker",100,"Singapore",1,0,1
"1988",1919,"Canon1",100,"Singapore",1,0,1
"1989",1919,"BeadyHawk",100,"Singapore",1,0,1
"1990",1919,"AnselKee",100,"Singapore",1,0,1
"1991",1919,"Ali",100,"Indonesia",1,0,1
"1992",1919,"zscoder",100,"United States",1,0,0
"1993",1919,"yashsangwan2611",100,"India",1,0,0
"1994",1919,"wyusufa",100,"Indonesia",1,0,0
"1995",1919,"wooyaggo",100,"Korea, Republic Of",1,0,0
"1996",1919,"woodenstick1234",100,"Singapore",1,0,0
"1997",1919,"wiktorlewicki",100,"Poland",1,0,0
"1998",1919,"verchasv",100,"India",1,0,0
"1999",1919,"tyleryu",100,"Singapore",1,0,0
"2000",1919,"timotrocks",100,"Singapore",1,0,0
"2001",1919,"thortol",100,"Singapore",1,0,0
"2002",1919,"temp",100,"Singapore",1,0,0
"2003",1919,"swh",100,"Singapore",1,0,0
"2004",1919,"supersat001",100,"India",1,0,0
"2005",1919,"sugartheanh",100,"Viet Nam",1,0,0
"2006",1919,"spepd",100,"Viet Nam",1,0,0
"2007",1919,"snksndjsjd",100,"Singapore",1,0,0
"2008",1919,"smonty",100,"India",1,0,0
"2009",1919,"smiri",100,"Tunisia",1,0,0
"2010",1919,"skajda",100,"Afghanistan",1,0,0
"2011",1919,"singh32178",100,"Singapore",1,0,0
"2012",1919,"shxun",100,"India",1,0,0
"2013",1919,"shadow9236",100,"Singapore",1,0,0
"2014",1919,"seals",100,"Singapore",1,0,0
"2015",1919,"sanatp977",100,"Indonesia",1,0,0
"2016",1919,"salsabiilashifa11",100,"Indonesia",1,0,0
"2017",1919,"rukashi",100,"Viet Nam",1,0,0
"2018",1919,"rs3",100,"Singapore",1,0,0
"2019",1919,"rs2",100,"Singapore",1,0,0
"2020",1919,"rawr",100,"Singapore",1,0,0
